,x,y,GPSx,GPSy
0,0.01,0.01,0.0,0.0
1,0.06873376607111104,0.02099999999999994,0.0,0.0
2,0.15647106043322606,0.03556312435215942,0.0,0.0
3,0.2704815906350776,0.05449353347953783,0.0,0.0
4,0.4164240848948898,0.07886103671587628,0.0,0.0
5,0.5892683875508267,0.10958533177634285,0.0,0.0
6,0.7837474691365928,0.14721529360315544,0.0,0.0
7,0.9893182111411828,0.19190411553607334,0.0,0.0
8,1.2160900330823612,0.24441870261260068,0.0,0.0
9,1.506342834875851,0.3077526663835508,-9.259026697953232,3.9765224524308
10,1.8596622981570459,0.38369454578968953,-9.259026697953232,3.9765224524308
11,2.239807427405695,0.471325149550603,-9.259026697953232,3.9765224524308
12,2.687666486973617,0.5738156486626061,-9.259026697953232,3.9765224524308
13,3.1822207850529054,0.6912136875892382,-9.259026697953232,3.9765224524308
14,3.690336754442347,0.8222053215705127,-9.259026697953232,3.9765224524308
15,4.220294555495661,0.9668929742663648,-9.259026697953232,3.9765224524308
16,4.768421338588028,1.1258676282438609,-9.259026697953232,3.9765224524308
17,5.332113074554308,1.2990815732782217,-9.259026697953232,3.9765224524308
18,5.929699441182721,1.4883300206426953,-9.259026697953232,3.9765224524308
19,6.5532083572176845,1.693795970009349,-18.57456939353142,4.462194197578356
20,7.182182082677409,1.9134042893113599,-18.57456939353142,4.462194197578356
21,7.834013540446913,2.1495330452510237,-18.57456939353142,4.462194197578356
22,8.50644288264316,2.401505017054902,-18.57456939353142,4.462194197578356
23,9.191714591629433,2.6686959977195657,-18.57456939353142,4.462194197578356
24,9.901244301694257,2.9526089690468496,-18.57456939353142,4.462194197578356
25,10.613462682399634,3.250664608434351,-18.57456939353142,4.462194197578356
26,11.326308406872752,3.5619197956702466,-18.57456939353142,4.462194197578356
27,12.056806240690198,3.888774197608361,-18.57456939353142,4.462194197578356
28,12.800035802115843,4.230381265554853,-27.952816338161934,3.6010557990521197
29,13.560376183701775,4.587381746529944,-27.952816338161934,3.6010557990521197
30,14.3410742256152,4.961306289255816,-27.952816338161934,3.6010557990521197
31,15.139710203860826,5.352175801490891,-27.952816338161934,3.6010557990521197
32,15.953856103805974,5.758144213018994,-27.952816338161934,3.6010557990521197
33,16.781259923295607,6.18000294433889,-27.952816338161934,3.6010557990521197
34,17.621268346901093,6.61732299619102,-27.952816338161934,3.6010557990521197
35,18.4853897395032,7.071736133135593,-27.952816338161934,3.6010557990521197
36,19.373612792483105,7.543971070151432,-27.952816338161934,3.6010557990521197
37,20.273886303562875,8.032161182101968,-27.952816338161934,3.6010557990521197
38,21.19982587300372,8.539242734732605,-37.42824527469929,0.3639936491381377
39,22.15078487174634,9.064441516325175,-37.42824527469929,0.3639936491381377
40,23.11211535203785,9.605070005942592,-37.42824527469929,0.3639936491381377
41,24.105609134830303,10.165686244996516,-37.42824527469929,0.3639936491381377
42,25.118686209160845,10.744986577087964,-37.42824527469929,0.3639936491381377
43,26.13772744996858,11.33958969137249,-37.42824527469929,0.3639936491381377
44,27.178918967446798,11.953067888685668,-37.42824527469929,0.3639936491381377
45,28.225606553752478,12.582276278692884,-37.42824527469929,0.3639936491381377
46,29.304012135313236,13.21027054459233,-37.42824527469929,0.3639936491381377
47,30.41352675168062,13.861206756171791,-37.42824527469929,0.3639936491381377
48,31.580167625230107,14.53973787382808,-46.16867469775025,-6.405308134155348
49,32.759259441967295,15.236380011211512,-46.16867469775025,-6.405308134155348
50,33.95395005818617,15.952334172013401,-46.16867469775025,-6.405308134155348
51,35.20924828439136,16.696864903889033,-46.16867469775025,-6.405308134155348
52,36.510484515587066,17.467710730695135,-46.16867469775025,-6.405308134155348
53,37.84090160648124,18.26066008196462,-46.16867469775025,-6.405308134155348
54,39.186252102908895,19.072085417868657,-46.16867469775025,-6.405308134155348
55,40.54300820758879,19.902094797763638,-46.16867469775025,-6.405308134155348
56,41.91460952962779,20.750490570283784,-46.16867469775025,-6.405308134155348
57,43.29356477088255,21.616039056735254,-46.16867469775025,-6.405308134155348
58,44.68175856281591,22.498667671505007,-52.5173238517018,-14.634014961542562
59,46.09946642301547,23.403904302922626,-52.5173238517018,-14.634014961542562
60,47.546228461177975,24.33201822642856,-52.5173238517018,-14.634014961542562
61,48.99629497635624,25.27544335117659,-52.5173238517018,-14.634014961542562
62,50.45151283778863,26.23467842436121,-52.5173238517018,-14.634014961542562
63,51.93339652427589,27.21594842565567,-52.5173238517018,-14.634014961542562
64,53.422126207003224,28.21437394928862,-52.5173238517018,-14.634014961542562
65,54.90165186102694,29.22548677132498,-52.5173238517018,-14.634014961542562
66,56.399802240235324,30.256520533493944,-52.5173238517018,-14.634014961542562
67,57.925562497123956,31.31011405013531,-57.6176828116877,-24.34716264763847
68,59.455024219247754,32.378793196300904,-57.6176828116877,-24.34716264763847
69,61.00112339718202,33.467305287655115,-57.6176828116877,-24.34716264763847
70,62.5906674952501,34.58337831071042,-57.6176828116877,-24.34716264763847
71,64.21251739917827,35.724750522562445,-57.6176828116877,-24.34716264763847
72,65.87077482468254,36.89251300674411,-57.6176828116877,-24.34716264763847
73,67.63884155027009,38.10781388031329,-57.6176828116877,-24.34716264763847
74,69.47007734429597,39.337611328774756,-57.6176828116877,-24.34716264763847
75,71.35946604154672,40.60286055532464,-57.6176828116877,-24.34716264763847
76,73.28631291837789,41.89927396171322,-57.6176828116877,-24.34716264763847
77,75.24453828187266,43.191087704388494,-60.682256883825175,-34.62033703294583
78,77.20387949738837,44.50166245245945,-60.682256883825175,-34.62033703294583
79,79.16317715374679,45.830411476821794,-60.682256883825175,-34.62033703294583
80,81.13320534719958,47.17991041433474,-60.682256883825175,-34.62033703294583
81,83.13224457487357,48.55522613809793,-60.682256883825175,-34.62033703294583
82,85.15771109279316,49.95360453561993,-60.682256883825175,-34.62033703294583
83,87.19001781368115,51.371783636064976,-60.682256883825175,-34.62033703294583
84,89.2226197290868,52.806531258507796,-60.682256883825175,-34.62033703294583
85,91.27569168701415,54.263210394493704,-60.682256883825175,-34.62033703294583
86,93.35519091001437,55.74517945401382,-60.682256883825175,-34.62033703294583
87,95.4322222081856,57.24291480881388,-62.04962144431192,-46.09074700507336
88,97.5120115468568,58.75697206908261,-62.04962144431192,-46.09074700507336
89,99.6005283835775,60.289480445654,-62.04962144431192,-46.09074700507336
90,101.6889011318106,61.836802879651316,-62.04962144431192,-46.09074700507336
91,103.77927060076966,63.40053349786227,-62.04962144431192,-46.09074700507336
92,105.87923265239311,64.98381271653209,-62.04962144431192,-46.09074700507336
93,107.98080707627408,66.58216597108354,-62.04962144431192,-46.09074700507336
94,110.0968949121905,68.20141074471134,-62.04962144431192,-46.09074700507336
95,112.22120934023026,69.84000438096331,-62.04962144431192,-46.09074700507336
96,114.3617540839512,71.49949995199995,-62.04962144431192,-46.09074700507336
97,116.49860640337342,73.17211496707208,-62.91900981764775,-58.18193717021495
98,118.67710064657817,74.87573582212758,-62.91900981764775,-58.18193717021495
99,120.86780584550014,76.5987385484482,-62.91900981764775,-58.18193717021495
100,123.06937175212845,78.3396711827262,-62.91900981764775,-58.18193717021495
101,125.27637430453447,80.09823829391858,-62.91900981764775,-58.18193717021495
102,127.48766336318911,81.8740374262644,-62.91900981764775,-58.18193717021495
103,129.69727645075102,83.66423363610234,-62.91900981764775,-58.18193717021495
104,131.91893314695187,85.4744251007721,-62.91900981764775,-58.18193717021495
105,134.14405952094725,87.30049976892876,-62.91900981764775,-58.18193717021495
106,136.36868839325456,89.14265386837236,-64.00090151955374,-70.00565000274219
107,138.60610422034492,91.00515794749916,-64.00090151955374,-70.00565000274219
108,140.85783354633378,92.88827563557044,-64.00090151955374,-70.00565000274219
109,143.12403046269094,94.79102992024752,-64.00090151955374,-70.00565000274219
110,145.4230154908419,96.72264106737283,-64.00090151955374,-70.00565000274219
111,147.7504773678553,98.68258088253091,-64.00090151955374,-70.00565000274219
112,150.1033985835107,100.66847852604657,-64.00090151955374,-70.00565000274219
113,152.45486039628406,102.66948187279026,-64.00090151955374,-70.00565000274219
