,time,GPSx,GPSy,a,yaw,ax,ay
53,5.488,59.22908962704241,-11.517089219996706,1.4388704333722193,3.308489763311751,-1.4188772938330971,-0.23903001710585456
54,5.586,59.22908962704241,-11.517089219996706,1.476326412722622,3.3095805940942475,-1.4555444265594373,-0.24684023013723919
55,5.685,59.22908962704241,-11.517089219996706,1.5311769541731781,3.3172164095717225,-1.5076240018889027,-0.2675308092903337
56,5.788,59.22908962704241,-11.517089219996706,1.4769529776201977,3.3114896352300787,-1.455688090107991,-0.24972441294138115
57,5.888,59.22908962704241,-11.517089219996706,1.4562850228456152,3.324852225049198,-1.431899395524837,-0.2653868664046147
58,5.991,59.22908962704241,-11.517089219996706,1.5385643499692558,3.2934907527859623,-1.520848779307829,-0.232807322638713
59,6.091,59.22908962704241,-11.517089219996706,2.6043531217683396,3.309307973665086,-2.5678107186686154,-0.43474509307761466
60,6.193,59.22908962704241,-11.517089219996706,0.46192398503144383,3.312580466012575,-0.4551878240786551,-0.07859906333964074
61,6.305,65.13798802904785,-12.307342771673575,2.526982239020108,3.313943917224233,-2.489543103425844,-0.4333755559649096
62,6.397,65.13798802904785,-12.307342771673575,2.1901879973598968,3.30576268635551,-2.1607394734198158,-0.3579502644010917
63,6.501,65.13798802904785,-12.307342771673575,1.6331158696290506,3.3024901940080205,-1.6120223674071825,-0.2616320519607505
64,6.603,65.13798802904785,-12.307342771673575,1.1344667638938546,3.308489763311751,-1.1187033207185937,-0.18846145121214158
65,6.704,65.13798802904785,-12.307342771673575,1.052741211457947,3.3142165376533947,-1.0370948028722426,-0.1808270669931086
66,6.805,65.13798802904785,-12.307342771673575,0.8450459093162503,3.3011265682634376,-0.8343150363912892,-0.13424235137813303
67,6.907,65.13798802904785,-12.307342771673575,1.0891104271626049,3.321307112272547,-1.0715700565261803,-0.19467700560361614
68,7.011,65.13798802904785,-12.307342771673575,1.1371256275615087,3.3352151174829143,-1.1158769103735926,-0.21879994001882172
69,7.127,65.13798802904785,-12.307342771673575,1.1244039505124106,3.3215797327017085,-1.1062403357602624,-0.20128726602777797
70,7.229,65.13798802904785,-12.307342771673575,0.8905479924644403,3.3308517943529283,-0.8746462637298945,-0.16753996605520904
71,7.337,71.01908769831061,-13.060946862911806,2.6571897806008176,3.324852225049198,-2.6126948921045416,-0.484234376000154
72,7.432,71.01908769831061,-13.060946862911806,1.1006876902423002,3.316943789142561,-1.0838090216548677,-0.1920192595299968
73,7.536,71.01908769831061,-13.060946862911806,1.6580173772552174,3.3076715529584164,-1.635204002446989,-0.27409759878849277
74,7.638,71.01908769831061,-13.060946862911806,0.6011404426491262,3.313398501832985,-0.5922902380779758,-0.102772105485498
75,7.739,71.01908769831061,-13.060946862911806,0.5188719240977846,3.2953997939217934,-0.5127466314849193,-0.07949192108513654
76,7.846,71.01908769831061,-13.060946862911806,0.5720578430906097,3.3071263121000927,-0.5642381328621048,-0.09426295807880433
77,7.952,71.01908769831061,-13.060946862911806,1.0423712139318073,3.3003085324430277,-1.0292697056449815,-0.16474714162971918
78,8.055,71.01908769831061,-13.060946862911806,0.9001480342475335,3.313943917224233,-0.8868116665482609,-0.1543747117684594
79,8.164,71.01908769831061,-13.060946862911806,2.008781014386036,3.2989449066984444,-1.9839638440419183,-0.31478346413400804
80,8.264,71.01908769831061,-13.060946862911806,1.7957303551445851,3.312034876088402,-1.7697099606606876,-0.3045885150921572
81,8.378,77.39611674286425,-13.703457322902977,2.3658444815968234,3.3234887738375396,-2.326813874252514,-0.42796881392006747
82,8.472,77.39611674286425,-13.703457322902977,2.754978531489674,3.310944045305906,-2.715566614892418,-0.46433249837884
83,8.577,77.39611674286425,-13.703457322902977,1.355314448468952,3.3071263121000927,-1.3367880592523034,-0.22332697747733013
84,8.676,77.39611674286425,-13.703457322902977,2.149014009681501,3.310944045305906,-2.118270844191168,-0.3622013866028125
85,8.781,77.39611674286425,-13.703457322902977,2.0471323114385958,3.313943917224233,-2.0168025121214987,-0.35108165380198875
86,8.892,77.39611674286425,-13.703457322902977,2.072233156445937,3.3114896352300787,-2.0423975383601864,-0.3503748706373508
87,8.992,77.39611674286425,-13.703457322902977,1.0114166353354412,3.317489030000884,-0.995810554419078,-0.17698855878511913
88,9.092,77.39611674286425,-13.703457322902977,1.0885296121531765,3.317489030000884,-1.0717336839336589,-0.190482616677567
89,9.191,77.39611674286425,-13.703457322902977,1.2853136306911832,3.3180346199250574,-1.2653584388606465,-0.22560840065187857
90,9.295,84.38694177940488,-13.743542645592242,1.891347146776464,3.324034014695863,-1.8599577545336368,-0.34314891952279647
91,9.394,84.38694177940488,-13.743542645592242,3.090680812608143,3.332760660955835,-3.034377808360897,-0.5872471383932408
92,9.502,84.38694177940488,-13.743542645592242,3.4491093836000157,3.3060354813175965,-3.4025799290699448,-0.5646285206470252
93,9.604,84.38694177940488,-13.743542645592242,1.2880280385680705,3.3172164095717225,-1.2682152645771085,-0.2250472635495164
94,9.704,84.38694177940488,-13.743542645592242,3.5272480055125555,3.3188526557454674,-3.4719779328346245,-0.6219708403950364
95,9.808,84.38694177940488,-13.743542645592242,1.352542443331994,3.315580163397978,-1.3321221861662373,-0.23414000542018593
96,9.916,84.38694177940488,-13.743542645592242,1.470593372604432,3.3395784406129,-1.441864966104709,-0.28925816681287403
97,10.023,84.38694177940488,-13.743542645592242,2.191464805524685,3.336851363656659,-2.1498215116994164,-0.4251887365485846
98,10.122,84.38694177940488,-13.743542645592242,3.145322346245612,3.3371239840858204,-3.085386898480633,-0.6110976587060861
99,10.221,84.38694177940488,-13.743542645592242,1.4023302550696426,3.3379421944391554,-1.375384872436413,-0.273581061034496
100,10.324,90.91853176988661,-14.265797126106918,2.2932253753231255,3.3343970816625044,-2.250733590019319,-0.439409750443294
101,10.425,90.91853176988661,-14.265797126106918,1.421921626224807,3.335760532874162,-1.395201681293907,-0.2743599454010278
102,10.53,90.91853176988661,-14.265797126106918,2.495578987567597,3.334669702091666,-2.4492072846367186,-0.4788508745646663
103,10.631,90.91853176988661,-14.265797126106918,1.6549518038896065,3.332760660955835,-1.6248035083867938,-0.31445036544966665
104,10.735,90.91853176988661,-14.265797126106918,2.4689450727811444,3.331124589315015,-2.4247325022063335,-0.46514735853759664
105,10.842,90.91853176988661,-14.265797126106918,2.780944578580582,3.316670994180474,-2.738431990003529,-0.48439961319353003
106,10.955,90.91853176988661,-14.265797126106918,1.5476744271500982,3.3106714248767437,-1.5256049060257069,-0.2604338748409635
107,11.06,90.91853176988661,-14.265797126106918,0.8029808713718652,3.32021628149005,-0.7902047809393755,-0.1426698425374944
108,11.16,90.91853176988661,-14.265797126106918,1.2706704340577002,3.322125148092957,-1.2500197790377783,-0.22815324675035464
109,11.259,90.91853176988661,-14.265797126106918,1.6871664415275838,3.3243068096579496,-1.659082131078888,-0.3065568197766702
110,11.362,96.7240188922733,-14.753692751284689,0.7016488521168274,3.3270338866141906,-0.6896190766992525,-0.1293701693951583
111,11.462,96.7240188922733,-14.753692751284689,1.9258455736983198,3.316670994180474,-1.8964049724119167,-0.33545395264442396
112,11.566,96.7240188922733,-14.753692751284689,2.464736277979478,3.3161255787892263,-2.4272913956846427,-0.4279969631007093
113,11.672,96.7240188922733,-14.753692751284689,2.725224651413493,3.322125148092957,-2.68093490277394,-0.48932345923762777
114,11.775,96.7240188922733,-14.753692751284689,1.0964178870815278,3.3341242867004177,-1.0761593379112295,-0.20979338058858307
115,11.879,96.7240188922733,-14.753692751284689,2.6982196871858495,3.332215420097511,-2.6493452952000336,-0.5112328110741224
116,11.983,96.7240188922733,-14.753692751284689,1.5524850911073744,3.3363059482654105,-1.5231480646396223,-0.3003829743764547
117,12.09,96.7240188922733,-14.753692751284689,4.195277985395394,3.3333062508800078,-4.118416991319871,-0.799374042830395
118,12.19,96.7240188922733,-14.753692751284689,4.509929356945778,3.3384876098304033,-4.422791790836394,-0.8822559603377941
119,12.293,103.3123182952404,-15.409946707775816,4.119568731299595,3.3316698301733383,-4.045373884235875,-0.7783294088261763
120,12.394,103.3123182952404,-15.409946707775816,3.0228313514110354,3.3316698301733383,-2.9683891210597513,-0.571117680559431
121,12.501,103.3123182952404,-15.409946707775816,1.1078769412019847,3.3305789993908417,-1.0881513786024617,-0.2081295127862169
122,12.599,103.3123182952404,-15.409946707775816,0.9780789380964793,3.332760660955835,-0.9602612513327281,-0.1858406261742565
123,12.7,103.3123182952404,-15.409946707775816,1.730898984700737,3.332488040526673,-1.69945675410327,-0.3284174723896711
124,12.805,103.3123182952404,-15.409946707775816,2.2828426172354237,3.331124589315015,-2.241962671610706,-0.43008579861518764
125,12.916,103.3123182952404,-15.409946707775816,2.914160343544152,3.3335788713091694,-2.860619010148123,-0.5560480075178261
126,13.02,103.3123182952404,-15.409946707775816,2.3644760525520256,3.333851491738331,-2.3209108852132774,-0.45179604468225515
127,13.122,103.3123182952404,-15.409946707775816,1.4600626865773,3.336851363656659,-1.4323178561300265,-0.28328185213036106
128,13.222,103.3123182952404,-15.409946707775816,0.8290860585261058,3.3376695740099933,-0.813199467617301,-0.16152497735425198
129,13.327,108.5162408631295,-16.595326855313033,1.4301858336960311,3.3371239840858204,-1.4029330376727496,-0.2778676136420419
130,13.428,108.5162408631295,-16.595326855313033,2.0387231444118155,3.3360331533033243,-2.0003052995505564,-0.39391720976667033
131,13.533,108.5162408631295,-16.595326855313033,2.390074031929817,3.3215797327017085,-2.3514647901841763,-0.4278635514148622
132,13.635,108.5162408631295,-16.595326855313033,1.202080858720302,3.316670994180474,-1.1837045237955657,-0.20938479230271653
133,13.738,108.5162408631295,-16.595326855313033,1.082265553782305,3.3153073684358914,-1.065976920485564,-0.18706131052634306
134,13.847,108.5162408631295,-16.595326855313033,1.5864235542105045,3.322125148092957,-1.5606413492772686,-0.2848478054679661
135,13.948,108.5162408631295,-16.595326855313033,1.2207151840303887,3.32185235313087,-1.2009361381925083,-0.21885600861207846
136,14.051,108.5162408631295,-16.595326855313033,0.8985875632355795,3.32103431731046,-0.8841593903528029,-0.16038011489151824
137,14.158,108.5162408631295,-16.595326855313033,1.4459077755845988,3.3234887738375396,-1.4220538582692746,-0.26155710595866527
138,14.259,108.5162408631295,-16.595326855313033,0.48620680201889604,3.324579604620036,-0.4780893617123601,-0.08847381842618793
139,14.359,115.02003212086856,-17.449716763105243,1.286366843339376,3.325397640440446,-1.2646984662945704,-0.23511155861648322
140,14.459,115.02003212086856,-17.449716763105243,0.8506668024534493,3.322125148092957,-0.836841953614975,-0.15274015014477302
141,14.565,115.02003212086856,-17.449716763105243,2.50567747871429,3.30658072217592,-2.471651167938665,-0.4115338763254313
142,14.672,115.02003212086856,-17.449716763105243,1.0079150495805684,3.310126009485496,-0.9936347449657731,-0.16906430956237548
143,14.774,115.02003212086856,-17.449716763105243,0.6372639033369393,3.310126009485496,-0.62823504454229,-0.10689252221357158
144,14.875,115.02003212086856,-17.449716763105243,1.3844241602961511,3.322397943055043,-1.3618569433289134,-0.24894963651014287
145,14.976,115.02003212086856,-17.449716763105243,0.6848436026151387,3.3161255787892263,-0.6744392894562002,-0.11892184358097432
146,15.077,115.02003212086856,-17.449716763105243,2.026025733035356,3.302217399045934,-1.999945833071907,-0.32403230656798443
147,15.186,115.02003212086856,-17.449716763105243,1.866616434249544,3.3215797327017085,-1.8364631234342568,-0.3341558152667334
148,15.286,121.35035929456353,-18.414054938592017,1.2092918663537024,3.3316698301733383,-1.1875121047010284,-0.22847717439112922
149,15.386,121.35035929456353,-18.414054938592017,1.083201654772212,3.3308517943529283,-1.0638598797923684,-0.20378415313617046
150,15.489,121.35035929456353,-18.414054938592017,1.3773855549065501,3.310126009485496,-1.35787053198446,-0.23103806014045525
151,15.59,121.35035929456353,-18.414054938592017,2.2272330768065145,3.3150347480067297,-2.193816980967761,-0.38436211108603363
152,15.692,121.35035929456353,-18.414054938592017,2.324769791366896,3.3335788713091694,-2.2820572224636995,-0.44358698837245686
153,15.795,121.35035929456353,-18.414054938592017,1.6749332351967527,3.3496687126174547,-1.638805208218278,-0.3460040922927174
154,15.897,121.35035929456353,-18.414054938592017,1.8975187046680517,3.3286701327879356,-1.8644107692236123,-0.3529160214103902
155,16.001,121.35035929456353,-18.414054938592017,2.527620743979481,3.3363059482654105,-2.4798567576511656,-0.4890573452339012
156,16.104,121.35035929456353,-18.414054938592017,2.2799442967680092,3.3360331533033243,-2.2369808632455945,-0.44052538387471823
157,16.207,121.35035929456353,-18.414054938592017,1.262743555640788,3.333851491738331,-1.2394776679410409,-0.24128074516583095
158,16.313,126.48422905988991,-19.39099131920375,1.5396691449600346,3.341214686786645,-1.509093776510688,-0.3053146731466956
159,16.415,126.48422905988991,-19.39099131920375,1.25469401007552,3.3316698301733383,-1.232096540228245,-0.23705521398395216
160,16.518,126.48422905988991,-19.39099131920375,1.1285683748737927,3.327579302005439,-1.1091054025666802,-0.2086906388956521
161,16.622,126.48422905988991,-19.39099131920375,1.0753795127006325,3.3191254507075536,-1.058477127939048,-0.1899138382692372
162,16.721,126.48422905988991,-19.39099131920375,1.9428501705043983,3.3082171428825893,-1.915942138125086,-0.32223052056818435
163,16.83,126.48422905988991,-19.39099131920375,1.2489778786425145,3.3150347480067297,-1.2302389487443273,-0.21554087856090906
164,16.932,126.48422905988991,-19.39099131920375,0.6566073461403724,3.341214686786645,-0.6435681736658792,-0.13020450395384828
165,17.034,126.48422905988991,-19.39099131920375,1.0852131231539923,3.3433963483516376,-1.0631905079649242,-0.21751658888215547
166,17.133,126.48422905988991,-19.39099131920375,0.8799661757151541,3.320488901919212,-0.8659225294558789,-0.15658430120381203
167,17.237,126.48422905988991,-19.39099131920375,1.4766340686864308,3.2989449066984444,-1.4583912244161612,-0.23139405643052488
168,17.351,133.15814855508506,-20.30951763736084,0.6014276393136939,3.30576268635551,-0.593341047543533,-0.09829347196220875
169,17.455,133.15814855508506,-20.30951763736084,1.033731136018262,3.325397640440446,-1.0163183146802595,-0.18893688051591107
170,17.553,133.15814855508506,-20.30951763736084,1.752730340775535,3.341214686786645,-1.7179239175014285,-0.3475644704967244
171,17.664,133.15814855508506,-20.30951763736084,1.7681999753390027,3.317489030000884,-1.7409167856747352,-0.30941864543817943
172,17.763,133.15814855508506,-20.30951763736084,0.9790520075186143,3.3068535171380065,-0.9657128883179285,-0.16106349916375565
173,17.867,133.15814855508506,-20.30951763736084,2.5896153095528787,3.3196706915658774,-2.5486630384989706,-0.45872014089185753
174,17.967,133.15814855508506,-20.30951763736084,1.5152457143111837,3.3297609635704317,-1.4884993826501218,-0.283441638769987
175,18.072,133.15814855508506,-20.30951763736084,1.8594909597907845,3.3079443479205026,-1.8338214965980675,-0.30790477124993826
176,18.181,133.15814855508506,-20.30951763736084,0.7614529323587621,3.309853214523409,-0.7506993575866324,-0.12751879358265156
177,18.289,140.19345156475902,-21.05395914451219,2.1860802911658306,3.308489763311751,-2.15570465254591,-0.36315904286634626
178,18.39,140.19345156475902,-21.05395914451219,13.159725163733317,3.3114896352300787,-12.970253948644771,-2.225057053798977
179,18.492,140.19345156475902,-21.05395914451219,4.842807960248515,3.3033082298284304,-4.779621462981165,-0.7797484276714977
180,18.593,140.19345156475902,-21.05395914451219,5.16634603742085,3.3150347480067297,-5.088833218434632,-0.891576050222493
181,18.696,140.19345156475902,-21.05395914451219,4.209230221302004,3.315852958360064,-4.145481667236475,-0.7297950414523332
182,18.798,140.19345156475902,-21.05395914451219,7.0541187501714955,3.3114896352300787,-6.952554892693889,-1.19271614628097
183,18.903,140.19345156475902,-21.05395914451219,3.3967664611064454,3.3161255787892263,-3.345161946069468,-0.5898423059312827
184,19.012,140.19345156475902,-21.05395914451219,5.5809564474375595,3.32021628149005,-5.492158810016346,-0.9915979395675915
185,19.112,140.19345156475902,-21.05395914451219,3.142486110985621,3.312034876088402,-3.0969510293773186,-0.533022775663761
186,19.215,140.19345156475902,-21.05395914451219,1.7147493454098361,3.320488901919212,-1.6873831421456158,-0.30512857812117533
187,19.317,146.33808320946991,-21.967904227552935,1.942103679503177,3.322397943055043,-1.9104458419956,-0.3492325682714908
188,19.417,146.33808320946991,-21.967904227552935,0.3837994793735677,3.3215797327017085,-0.37759958485857625,-0.06870657815706181
189,19.522,146.33808320946991,-21.967904227552935,1.5551933065080044,3.325397640440446,-1.5289966464203635,-0.28424544999451057
190,19.623,146.33808320946991,-21.967904227552935,1.9701717252357647,3.322125148092957,-1.93815292985235,-0.3537511094303748
191,19.735,146.33808320946991,-21.967904227552935,1.8968467131954276,3.3234887738375396,-1.8655534139819878,-0.3431295862213683
192,19.83,146.33808320946991,-21.967904227552935,0.9633837254691455,3.3251248454783595,-0.9472038787452242,-0.17582097311985515
193,19.934,146.33808320946991,-21.967904227552935,1.1180167922968793,3.322125148092957,-1.0998470305196457,-0.20074376033869926
194,20.035,146.33808320946991,-21.967904227552935,1.6279790892918824,3.3243068096579496,-1.6008800023124956,-0.2958025242751842
195,20.141,146.33808320946991,-21.967904227552935,0.8570895829029438,3.3251248454783595,-0.8426949261183005,-0.15642191219651513
196,20.26,146.33808320946991,-21.967904227552935,1.7176032615647254,3.326761266185029,-1.6882412133220521,-0.31623182916757026
197,20.358,152.5349764712155,-22.70661921449937,2.118709900216087,3.346668840699127,-2.0743133353148244,-0.4314577942380346
198,20.457,152.5349764712155,-22.70661921449937,1.2732261859287277,3.346668840699127,-1.2465463327823358,-0.2592820101000553
199,20.56,152.5349764712155,-22.70661921449937,1.1987079619807695,3.3491231226932814,-1.1729869616666913,-0.24698657023416093
200,20.663,152.5349764712155,-22.70661921449937,1.2403610792976878,3.3349423225208277,-1.2172483303011081,-0.23833193117098042
201,20.763,152.5349764712155,-22.70661921449937,1.5765529868746402,3.3335788713091694,-1.547587268061755,-0.300820491583441
202,20.867,152.5349764712155,-22.70661921449937,1.4998664068011764,3.3292155481791834,-1.473544347896947,-0.27976113567047367
203,20.972,152.5349764712155,-22.70661921449937,0.9589856539609637,3.3354879124450005,-0.9410153490569069,-0.18477986184171952
204,21.075,152.5349764712155,-22.70661921449937,1.9589727904335439,3.335760532874162,-1.9221608845477829,-0.37798403084451915
205,21.176,152.5349764712155,-22.70661921449937,1.0585721425255232,3.3352151174829143,-1.038791302542375,-0.2036850772476779
206,21.281,157.97908008098602,-23.720204862765968,0.8954700484443769,3.342305517569141,-0.8774932227186562,-0.17852801389082276
207,21.385,157.97908008098602,-23.720204862765968,1.1050200800561167,3.342305517569141,-1.0828364755490758,-0.22030557085031366
208,21.487,157.97908008098602,-23.720204862765968,2.0463547074859725,3.3483050868728714,-2.0027897679808007,-0.4200008739531522
209,21.589,157.97908008098602,-23.720204862765968,1.8025972291034928,3.324579604620036,-1.7725020610737252,-0.328014045219083
210,21.691,157.97908008098602,-23.720204862765968,2.1281892990856237,3.3153073684358914,-2.0961589947322183,-0.36784121784511076
211,21.795,157.97908008098602,-23.720204862765968,1.8082269488423184,3.336851363656659,-1.773866129565834,-0.35083279906349707
212,21.896,157.97908008098602,-23.720204862765968,2.2233809045148,3.338214814868317,-2.180540930980138,-0.43435457276437595
213,22.004,157.97908008098602,-23.720204862765968,1.4114433499998429,3.3294881686083455,-1.3866012567799748,-0.26364613586201757
214,22.112,157.97908008098602,-23.720204862765968,2.228022093427708,3.3123076710504886,-2.1956345541952795,-0.37851202520617794
215,22.214,157.97908008098602,-23.720204862765968,1.0247795525071417,3.3123076710504886,-1.0098828923441565,-0.17409674031221395
216,22.314,165.1633842922747,-23.783196059288457,1.5477925093469376,3.337396779047907,-1.5182165777552377,-0.3011313252049076
217,22.415,165.1633842922747,-23.783196059288457,1.0151205855967567,3.341214686786645,-0.9949619131788958,-0.2012972792307278
218,22.517,165.1633842922747,-23.783196059288457,2.62125405967843,3.365758379392815,-2.5556700201766698,-0.5826865309502467
219,22.617,165.1633842922747,-23.783196059288457,2.4210864493607183,3.352941204964944,-2.367214628660733,-0.5078922101516407
220,22.719,165.1633842922747,-23.783196059288457,2.8649986265551433,3.340123856004148,-2.8087223913446033,-0.5650625262060044
221,22.823,165.1633842922747,-23.783196059288457,1.112427170302783,3.340123856004148,-1.090576125590127,-0.21940356314491552
222,22.927,165.1633842922747,-23.783196059288457,2.7449666023216834,3.333033455917921,-2.6948191028199533,-0.5222946016742934
223,23.032,165.1633842922747,-23.783196059288457,1.0688949094794797,3.3597588100890845,-1.0435578321556387,-0.23135120154814207
224,23.133,165.1633842922747,-23.783196059288457,1.2706856464514935,3.351577579220361,-1.2427738379891333,-0.26486826859329443
225,23.233,165.1633842922747,-23.783196059288457,1.5758887551650498,3.351577579220361,-1.541272872617711,-0.32848637839094574
226,23.335,170.93662488274276,-24.23787796893157,0.47520666551352125,3.3526684100028574,-0.4646599747692739,-0.09956145235932146
227,23.437,170.93662488274276,-24.23787796893157,2.1661716708859116,3.3384876098304033,-2.124318481570342,-0.4237578277829665
228,23.541,170.93662488274276,-24.23787796893157,1.8707778231224041,3.3352151174829143,-1.8358198308641538,-0.3599655707043529
229,23.644,170.93662488274276,-24.23787796893157,1.3901651905201877,3.3360331533033243,-1.3639688181646192,-0.26860439312982487
230,23.746,170.93662488274276,-24.23787796893157,1.6515247649644738,3.333033455917921,-1.6213532367360055,-0.314241517016193
231,23.859,170.93662488274276,-24.23787796893157,1.1358984300254023,3.3474870510524615,-1.1119065774546317,-0.23222619651387513
232,23.954,170.93662488274276,-24.23787796893157,1.596276700626107,3.370667117914049,-1.5545771312965417,-0.362476547947015
233,24.059,170.93662488274276,-24.23787796893157,1.0892601189504256,3.3472142560903753,-1.0663140457936071,-0.22240045521348284
