,time,GPSx,GPSy,a,omega,yaw
139,14.315,-64.52559961203951,-110.90472669899464,1.4519198027213016,-0.015579033,-2.3992823061009547
140,14.415,-64.52559961203951,-110.90472669899464,2.2052480545217166,-0.02197043,-2.3984642702805448
141,14.523,-64.52559961203951,-110.90472669899464,2.713922380354876,0.047269717,-2.399827721492203
142,14.624,-64.52559961203951,-110.90472669899464,2.3198343794952043,0.05685681,-2.399827721492203
143,14.728,-64.52559961203951,-110.90472669899464,0.9820447086657402,-0.09014534,-2.402554798448444
144,14.828,-64.52559961203951,-110.90472669899464,3.0370676419952405,0.02063889,-2.4009185522746996
145,14.939,-64.52559961203951,-110.90472669899464,0.6885263317781865,0.027030287,-2.3981914753184586
146,15.037,-64.52559961203951,-110.90472669899464,0.8812628657021581,-0.044340324,-2.3990095111388685
147,15.14,-64.19770668551791,-124.95419830572791,1.4900446179302167,0.13781452,-2.4066453266163434
148,15.243,-64.19770668551791,-124.95419830572791,3.257643801226164,0.013182258,-2.4110086497463294
149,15.343,-64.19770668551791,-124.95419830572791,3.0759090697859213,-0.072036386,-2.40610008575802
150,15.455,-64.19770668551791,-124.95419830572791,1.814354420200061,0.2508624,-2.4009185522746996
151,15.556,-64.19770668551791,-124.95419830572791,5.054619746570735,0.008921326,-2.40691812157843
152,15.661,-64.19770668551791,-124.95419830572791,2.952487569123544,0.07070484,-2.411281444708416
153,15.766,-64.19770668551791,-124.95419830572791,2.8906969909494062,0.012117025,-2.4110086497463294
154,15.865,-64.19770668551791,-124.95419830572791,2.4716749780774605,-0.069905914,-2.4164628036588116
155,15.975,-64.19770668551791,-124.95419830572791,3.9823927222744193,-0.008122402,-2.419735296006301
156,16.078,-64.19770668551791,-124.95419830572791,4.924693079419563,0.057922047,-2.4284619422662725
157,16.181,-63.983443708508275,-139.32081045769155,1.257725918119274,0.0057256273,-2.429825568010856
158,16.281,-63.983443708508275,-139.32081045769155,1.6763721047989941,-0.037948925,-2.430916398793352
159,16.381,-63.983443708508275,-139.32081045769155,3.3361117300404253,0.043008782,-2.434461686102928
160,16.49,-63.983443708508275,-139.32081045769155,2.3236694459733513,-0.08162348,-2.4355525168854246
161,16.591,-63.983443708508275,-139.32081045769155,4.093343435739281,0.17616291,-2.4393702500912373
162,16.699,-63.983443708508275,-139.32081045769155,5.72679057051926,0.21251398,-2.4418247066183167
163,16.803,-63.983443708508275,-139.32081045769155,4.472077454928869,-0.054992653,-2.4483696913132955
164,16.904,-63.983443708508275,-139.32081045769155,2.1905231741478404,0.12503172,-2.448096896351209
165,17.013,-63.983443708508275,-139.32081045769155,2.875629905269259,0.024899822,-2.446460824710389
166,17.109,-63.828627544105984,-153.85707303625531,2.5120023042646853,0.027030287,-2.45000593748704
167,17.211,-63.828627544105984,-153.85707303625531,2.0129725394500944,-0.07310162,-2.446460824710389
168,17.318,-63.828627544105984,-153.85707303625531,2.3590485306062843,-0.008122402,-2.4470060655687123
169,17.421,-63.828627544105984,-153.85707303625531,2.085830008838119,-0.05605789,-2.4510967682695366
170,17.524,-63.828627544105984,-153.85707303625531,1.0461338586435305,-0.09973244,-2.4530058094053677
171,17.633,-63.828627544105984,-153.85707303625531,1.4114053610185595,0.03768262,-2.457096337573267
172,17.736,-63.828627544105984,-153.85707303625531,1.508376677113627,0.013182258,-2.4595507941003465
173,17.836,-63.828627544105984,-153.85707303625531,1.9103522665838366,0.023834588,-2.462823286447836
174,17.939,-63.828627544105984,-153.85707303625531,0.9931738494508502,-0.12529804,-2.4630959068769975
175,18.04,-63.828627544105984,-153.85707303625531,1.1061122090386366,0.061117746,-2.4625504914857492
176,18.146,-63.72819266025908,-168.8472818986047,1.351143639531614,0.032356452,-2.463641322268246
177,18.246,-63.72819266025908,-168.8472818986047,2.9822009572140185,0.08455287,-2.4538238452257777
178,18.348,-63.72819266025908,-168.8472818986047,1.7433245605253345,-0.027296597,-2.4554600913995226
179,18.452,-63.72819266025908,-168.8472818986047,1.333097765326572,-0.009187635,-2.4587325837470115
180,18.556,-63.72819266025908,-168.8472818986047,1.1306636779691241,0.014247492,-2.459823414529508
181,18.658,-63.72819266025908,-168.8472818986047,4.114859790605581,0.13248836,-2.463641322268246
182,18.763,-63.72819266025908,-168.8472818986047,2.1576005978205797,-0.051796954,-2.4652775684419903
183,18.868,-63.72819266025908,-168.8472818986047,3.4918744232058754,0.0920095,-2.467186609577822
184,18.969,-63.72819266025908,-168.8472818986047,1.109963602361306,-0.05712312,-2.4666410196536486
185,19.073,-63.72819266025908,-168.8472818986047,2.5020919477933234,0.05366111,-2.468277440360318
186,19.181,-64.18302436696831,-183.89194214018062,2.5491247985422545,0.06005251,-2.468004645398232
187,19.282,-64.18302436696831,-183.89194214018062,2.7400992425139807,0.044074018,-2.468277440360318
188,19.382,-64.18302436696831,-183.89194214018062,1.1015099876343786,0.10053137,-2.467731850436145
189,19.485,-64.18302436696831,-183.89194214018062,3.2480446806713497,-0.0017310036,-2.4939117892160603
190,19.588,-64.18302436696831,-183.89194214018062,2.0785999688240278,-0.036883693,-2.4930937533956503
191,19.692,-64.18302436696831,-183.89194214018062,2.7973874302295876,-0.04966649,-2.4911848867927437
192,19.792,-64.18302436696831,-183.89194214018062,2.0530267057307134,-0.22542994,-2.4750950454844585
193,19.898,-64.18302436696831,-183.89194214018062,3.28386439972202,-0.13914606,-2.4767312916582034
194,19.999,-64.18302436696831,-183.89194214018062,2.6126201061143295,-0.037948925,-2.4794583686144445
195,20.103,-64.61803079314996,-199.33143697329797,7.7707819756231125,-0.02516613,-2.480549199396941
196,20.203,-64.61803079314996,-199.33143697329797,4.719330993377398,-0.16790736,-2.482458240532772
197,20.311,-64.61803079314996,-199.33143697329797,3.8305949158698547,0.0046603945,-2.4843671071356783
198,20.413,-64.61803079314996,-199.33143697329797,1.5781322316301591,-0.13914606,-2.4830034813910955
199,20.514,-64.61803079314996,-199.33143697329797,2.42017441955917,-0.03155753,-2.485457937918175
200,20.617,-64.61803079314996,-199.33143697329797,0.8713051702299358,0.03129122,-2.4876395994831677
201,20.722,-64.61803079314996,-199.33143697329797,2.0683591580310963,-0.03901416,-2.4873668045210815
202,20.825,-64.61803079314996,-199.33143697329797,1.2123144776740156,0.088813804,-2.4879123944452544
203,20.925,-64.61803079314996,-199.33143697329797,2.130835568698881,0.050465416,-2.489003225227751
204,21.032,-64.61803079314996,-199.33143697329797,2.099839408434638,0.03129122,-2.490366676439409
205,21.126,-65.22575898095965,-214.80744168022648,2.7687269553838676,-0.0177095,-2.4835490713152684
206,21.233,-65.22575898095965,-214.80744168022648,4.067115231545883,0.1015966,-2.480549199396941
207,21.334,-65.22575898095965,-214.80744168022648,0.715517045651564,0.04194355,-2.4816400301794372
208,21.442,-65.22575898095965,-214.80744168022648,0.6478638778315983,0.04513925,-2.471822553136969
209,21.544,-65.22575898095965,-214.80744168022648,3.191441351353551,0.007856093,-2.467186609577822
210,21.649,-65.22575898095965,-214.80744168022648,2.553423012476468,-0.0006657706,-2.468277440360318
211,21.752,-65.22575898095965,-214.80744168022648,3.6087396509038823,-0.20625575,-2.4609142453120048
212,21.851,-65.22575898095965,-214.80744168022648,6.327451155178231,-0.06671022,-2.464459358088656
213,21.955,-65.22575898095965,-214.80744168022648,2.2292926749742734,0.06857438,-2.473458799310714
214,22.057,-65.22575898095965,-214.80744168022648,3.6847194223502555,-0.062449288,-2.4756404608757068
215,22.163,-66.06697767460719,-230.45199978887103,0.9812762922153172,0.1015966,-2.476185876266955
216,22.261,-66.06697767460719,-230.45199978887103,0.6406586685491922,-0.044340324,-2.478094917402786
217,22.367,-66.06697767460719,-230.45199978887103,2.3463750240109866,0.023834588,-2.4808218198261027
218,22.467,-66.06697767460719,-230.45199978887103,1.296449371053979,0.07070484,-2.48382169174443
219,22.574,-66.06697767460719,-230.45199978887103,2.0934505997273427,0.07390054,-2.4887304302656643
220,22.677,-66.06697767460719,-230.45199978887103,1.026392912141211,0.028095521,-2.490094056010247
221,22.783,-66.06697767460719,-230.45199978887103,3.8826281680441497,0.036617383,-2.490639296868571
222,22.884,-66.06697767460719,-230.45199978887103,2.3000735366029263,-0.05392742,-2.5048200970410246
223,22.992,-66.06697767460719,-230.45199978887103,3.8088219091828175,-0.009187635,-2.5042748561827013
224,23.095,-67.22019029117655,-246.32867566030473,2.367078692639057,0.03768262,-2.5012749842643736
225,23.194,-67.22019029117655,-246.32867566030473,3.460950857005596,-0.054992653,-2.526364092261792
226,23.299,-67.22019029117655,-246.32867566030473,2.380571039862478,0.06857438,-2.5230915999143027
227,23.401,-67.22019029117655,-246.32867566030473,1.195954049167492,0.10905323,-2.524455051125961
228,23.509,-67.22019029117655,-246.32867566030473,2.632084298075743,0.016377958,-2.5252732614792954
229,23.611,-67.22019029117655,-246.32867566030473,2.4385505516693193,-0.0017310036,-2.522273389560968
230,23.714,-67.22019029117655,-246.32867566030473,2.123439852796168,0.019573657,-2.522818979485141
231,23.82,-67.22019029117655,-246.32867566030473,2.589664170769461,0.0856181,-2.52090993834931
232,23.928,-67.22019029117655,-246.32867566030473,3.7020308002995232,0.054726347,-2.5206373179201482
233,24.027,-67.22019029117655,-246.32867566030473,4.609376905925398,-0.015579033,-2.5198191075668133
234,24.127,-67.85020268859807,-262.544961029198,1.8687527535986497,-0.08694965,-2.5206373179201482
235,24.231,-67.85020268859807,-262.544961029198,1.2005936544452764,0.03874785,-2.5190008972134788
236,24.334,-67.85020268859807,-262.544961029198,3.009802818981514,0.0792267,-2.5168192356484855
237,24.437,-67.85020268859807,-262.544961029198,1.3102556703294284,-0.02516613,-2.51163787669809
238,24.54,-67.85020268859807,-262.544961029198,1.955854479686351,0.03874785,-2.5097290100951835
239,24.643,-67.85020268859807,-262.544961029198,1.1738663572190446,-0.026231363,-2.5048200970410246
240,24.749,-67.85020268859807,-262.544961029198,1.8458942821051243,0.117575094,-2.503729266258528
241,24.852,-67.85020268859807,-262.544961029198,2.6064890668231975,0.028095521,-2.5012749842643736
242,24.954,-67.85020268859807,-262.544961029198,1.352973478712277,0.06644391,-2.4988207022702187
243,25.053,-67.85020268859807,-262.544961029198,2.046845234603805,0.050465416,-2.4958208303518914
244,25.155,-68.78518028149847,-278.4036420308985,0.9787263085140888,0.050465416,-2.5040020612206146
