,vxVO,vyVO,yawVO
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.05013353896350687,0.33229445346767966,0.042322883944521134
3,0.09501683757174542,0.32185767862180353,0.038580201961874436
4,0.09318171131980767,0.32181194353777287,0.03351013322377814
5,0.07403666269275981,0.32743600096502656,0.039517540372912684
6,0.08221056999180296,0.32581231362206864,0.04209531213301394
7,0.07107855714118554,0.3272737399927941,0.03222877524013413
8,0.0776531569777116,0.3258656271127165,0.033108586714033196
9,0.07819167311658778,0.325612248918954,0.03188055480243693
10,0.07057880831046495,0.32860352472063853,0.04265844626430221
11,0.09173940590726759,0.32322064437982,0.041810077595266275
12,0.08971594985146959,0.3229587221297429,0.035027396779868346
13,0.08889738618680966,0.3231358554366698,0.03457854753986131
14,0.0836633846705988,0.32501655039153476,0.038776121489233276
15,0.10981334999211703,0.31671911359618665,0.035284325178848296
16,0.08351710255997062,0.32449909902074847,0.03393760362926063
17,0.08308533569931348,0.32480928359767564,0.035750410406434986
18,0.08062399925453054,0.3256343716312538,0.03752897221041406
19,0.06549638309260684,0.3297133324192748,0.043092040185517405
20,0.07948375602582625,0.32552469696277275,0.03406657622632523
21,-0.2408073230798822,0.23717340762531028,0.05510481082096771
22,0.07850499818986904,0.3259204605630315,0.03551776654061908
23,0.07754431428699889,0.3263483986755005,0.03725291083385791
24,0.07242759097524669,0.3272908358969004,0.03521303779569756
25,0.0785719922643443,0.32553346597641225,0.03201878889916438
26,0.09325340289200162,0.32227796716401186,0.03781149673284343
27,0.08286846904714394,0.3247826189811933,0.03502051816182226
28,0.09453929693444821,0.3218907413989628,0.03771105106255173
29,0.09608874302796729,0.3215528368529548,0.03870151964452017
30,0.0689422532917502,0.3280445530373791,0.03523386795783687
31,0.06149884301994634,0.330288721990333,0.04163874271216901
32,0.10459988815750383,0.3182912348515557,0.03358828342588296
33,0.07853083090335648,0.3261710543468994,0.037750722156665834
34,0.08709654678035063,0.32442685640563,0.04124544797229712
35,0.0960748267023211,0.32111640000075475,0.034955723650036255
36,0.08694536242448567,0.32406385631091444,0.038037313859117586
37,0.08432264925897101,0.32413063202162523,0.03240687389045295
38,0.07096050076333568,0.328074022011414,0.03918443831075833
39,0.09384917813851275,0.32193537016239465,0.03637807038314045
40,0.09850908480965814,0.320381643577408,0.03498786088868859
41,0.08913967933722551,0.3239784313226759,0.04205120470014703
42,0.07134922732037456,0.32769369949253513,0.03669557664414822
43,0.08620042362514273,0.3246699789281804,0.04127364789691922
44,0.07468285475414362,0.32674978095382534,0.03491126406989
45,0.07118954750886224,0.3274631284930085,0.03430453126920752
46,0.3326577622172358,0.040297410380577874,-0.03421902583670424
47,0.0886735750178394,0.3240068143693676,0.04130326882578789
48,0.08766229776770691,0.32366616956970007,0.03630398483162922
49,0.09248759552910985,0.3222943254938759,0.03607815672336303
50,0.06830331980087033,0.32787916972712694,0.032392199661858814
51,0.07898342327758827,0.32602516456963004,0.0374408698907668
52,0.07677737631845558,0.32561670010057914,0.028367314178696493
53,0.09380067175559603,0.32264163936283685,0.041915182524890585
54,0.1015492423007618,0.319560269199316,0.03611870418605239
55,0.07992648148768669,0.3258809421742085,0.038161180109854
56,0.09612370854232791,0.3216369922897497,0.03945970495900501
57,0.08437343085360666,0.3242385081251011,0.03357090354004422
58,0.09084591397419499,0.3219739180633364,0.028347749346035213
59,0.08191475634533957,0.3254570643977711,0.03873482751748035
60,0.08270579646191852,0.3254996502667595,0.04066243959957347
61,0.10474463826781312,0.31763211062644847,0.02730877091831779
62,0.10002959788135897,0.31953118814783454,0.03140867842597275
63,0.08703061936335697,0.3234295728364008,0.03255452245727636
64,0.08473028517982847,0.32383277306306246,0.030465469285582532
65,0.08273671905835303,0.324683675539902,0.033793164729234396
66,0.08192977837387237,0.3252661883735473,0.03717374817003665
67,0.08502734745082571,0.3243133091281128,0.035811994782543995
68,0.10493008746978418,0.3181559524894126,0.03333717575932469
69,0.08372598290493273,0.32485557850590313,0.03757399392973846
70,0.08623579074264523,0.32362751302985365,0.03240655350056941
71,0.08063151453482047,0.3254805587455225,0.03622338515430739
72,0.08761039066018649,0.3241421936425071,0.04010083692236406
73,0.104095726058084,0.31841589301187684,0.033207131806586264
74,0.3018746309248938,0.14638613380394086,0.037965593753542984
75,0.10189059960979974,0.31902816637242726,0.03223748700855627
76,0.0665305924841627,0.32775384670320185,0.027071077787286332
77,0.3333289743226855,0.003724429807935703,-0.0033254685361725836
78,0.10342212513202596,0.31991900605645407,0.043574819458160136
79,0.08736950824290778,0.32356382460688726,0.03467229271384994
80,0.0867514802845929,0.3236446432167172,0.033883480198267986
81,0.09363950266144305,0.3220633682997174,0.03693694075294658
82,0.12476379599126927,0.3112191220862999,0.03600798064046092
83,0.07825766409860428,0.3254621576877692,0.030504874740832914
84,0.09084087904672945,0.32224649168699004,0.03122149188541996
85,0.10825364269281632,0.3169215689903738,0.03220076098581401
86,0.09009878246871082,0.3230635750282673,0.036862975704775154
87,0.08745959158651023,0.32338687998474436,0.03324583886101944
88,0.10194132357574748,0.31860103240061144,0.027959720086219157
89,0.09983548153092858,0.3199426454236444,0.03471767941538075
90,0.10805316255790756,0.31747774743625334,0.03659584653548171
91,0.09223793507383057,0.3216664712789858,0.029307785759786615
92,0.0840724689733555,0.32445659150781886,0.03485423228343859
93,0.1091493814482742,0.3170530851775231,0.03617307794101978
94,0.09114705129619881,0.3221171717347139,0.030779784699725043
95,0.08017693591530686,0.3252013143527731,0.032589986233046556
96,0.10138075916709582,0.31843702717689043,0.023790268255259657
97,0.10754808128635948,0.31659101458833067,0.02609289651921494
98,0.09516664745298395,0.3209985458303543,0.03124652904217991
99,0.10823987091104754,0.3169169806402767,0.0321054156818891
100,0.12158884626059507,0.3121582822004198,0.03322094294727532
