timestamp,orientation.x,orientation.y,orientation.z,ak0991x_magnetometer.x,ak0991x_magnetometer.y,ak0991x_magnetometer.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,icm4x6xx_accelerometer.x,icm4x6xx_accelerometer.y,icm4x6xx_accelerometer.z,icm4x6xx_gyroscope.x,icm4x6xx_gyroscope.y,icm4x6xx_gyroscope.z,GPS.lat,GPS.long,GPS.alt
1644573796132,80.1875,0.765625,-1.453125,-27.618752,12.31875,4.21875,-0.029821157,-0.07807966,0.0025930405,-0.2693477,-0.13347675,9.848549,0.043408245,0.0054593193,-1.5332698,0.0,0.0,0.0
1644573796241,90.8125,0.765625,-1.4375,-30.35625,7.6312504,4.7625003,-0.009918377,-0.05107853,-0.003531456,-0.25019407,-0.13826515,9.838972,0.047669176,0.006524552,-1.5055737,0.0,0.0,0.0
1644573796338,98.3125,0.71875,-1.453125,-31.725,3.9,4.18125,-0.029540166,-0.038528696,-0.0019035339,-0.2645593,-0.12868834,9.81503,0.042343013,0.004394086,-1.4789429,0.0,0.0,0.0
1644573796447,108.5625,0.78125,-1.421875,-32.4,1.7062501,1.9312501,-0.022323146,-0.056480817,0.0141325,-0.23523031,-0.12868834,9.829395,0.043408245,0.006524552,-1.4480511,0.0,0.0,0.0
1644573796548,115.859375,0.78125,-1.359375,-33.5625,-3.6562502,2.90625,-0.02768062,-0.043205515,0.0031394958,-0.25498247,-0.13347675,9.829395,0.04127778,0.0054593193,-1.4224856,0.0,0.0,0.0
1644573796655,126.078125,0.71875,-1.375,-32.41875,-8.0625,2.1000001,-0.02312404,-0.046342306,0.0044794083,-0.23044191,-0.11911154,9.838972,0.040212546,0.0033288533,-1.3946563,0.0,0.0,0.0
1644573796762,135.78125,0.6875,-1.34375,-31.95,-11.981251,1.1437501,-0.017155096,-0.04625035,-0.005955696,-0.22565351,-0.13826515,9.834184,0.039147314,0.004394086,-1.365895,0.0,0.0,0.0
1644573796867,145.57812,0.6875,-1.375,-30.31875,-15.918751,0.63750005,-0.012147397,-0.038215563,-0.0021409988,-0.2208651,-0.12389994,9.853337,0.039147314,0.0033288533,-1.3403294,0.0,0.0,0.0
1644573796970,152.26562,0.6875,-1.328125,-27.937502,-20.0625,0.24375,-0.0043498576,-0.044668093,-0.013168335,-0.22565351,-0.13347675,9.8198185,0.03808208,0.0054593193,-1.315829,0.0,0.0,0.0
1644573797074,161.70312,0.6875,-1.28125,-25.556252,-23.868752,0.26250002,-0.021387726,-0.040642194,-0.0058813095,-0.23044191,-0.12389994,9.824607,0.034886383,0.0022636203,-1.2849374,0.0,0.0,0.0
1644573797179,167.90625,0.65625,-1.296875,-23.25,-26.250002,-1.10625,-0.014726952,-0.050814874,-0.011395454,-0.1921347,-0.13347675,9.853337,0.034886383,0.004394086,-1.2615023,0.0,0.0,0.0
1644573797282,176.95312,0.6875,-1.21875,-18.88125,-28.331251,-3.54375,-0.018617451,-0.03674636,3.7193298E-4,-0.2112883,-0.13347675,9.829395,0.03062545,0.004394086,-1.2348714,0.0,0.0,0.0
1644573797388,185.57812,0.640625,-1.234375,-15.187501,-31.143751,-2.1000001,-0.0049408674,-0.03740362,0.001953125,-0.18734628,-0.12389994,9.834184,0.029560216,0.0033288533,-1.2093058,0.0,0.0,0.0
1644573797502,194.25,0.671875,-1.171875,-12.225,-32.41875,-2.1750002,-0.019792601,-0.055529915,0.016290665,-0.2112883,-0.11432313,9.872491,0.03808208,0.0033288533,-1.178414,0.0,0.0,0.0
1644573797602,200.1875,0.671875,-1.15625,-8.15625,-33.99375,-3.15,-0.024998873,-0.053169012,0.073661804,-0.20171149,-0.047285482,9.939528,0.032755915,0.0054593193,-1.142196,0.0,0.0,0.0
1644573797708,208.26562,0.6875,-1.09375,-4.74375,-34.050003,-3.0375001,0.017959163,-0.03562645,0.0011920929,-0.15861586,-0.12389994,9.81503,0.018907886,0.008655018,-1.0761516,0.0,0.0,0.0
1644573797811,213.96875,0.6875,-1.078125,-1.40625,-34.78125,-3.1875002,-0.05221413,-0.0064236745,0.003909111,-0.20649989,-0.08559271,9.834184,0.017842652,1.3315413E-4,-1.0015854,0.0,0.0,0.0
1644573797914,221.92188,0.59375,-1.0625,1.4250001,-34.18125,-4.05,0.030719757,-0.072340176,-0.004096985,-0.12988544,-0.18195933,9.838972,0.023168819,0.0033288533,-0.90145344,0.0,0.0,0.0
1644573798013,227.0,0.578125,-1.0,3.7687502,-33.61875,-3.9750001,-0.03572592,0.022647463,0.0054979324,-0.18255788,-0.05207389,9.805453,0.02423405,0.004394086,-0.81943053,0.0,0.0,0.0
1644573798118,234.125,0.609375,-1.109375,6.80625,-32.775,-4.1062503,0.002413094,-0.027776025,0.006029129,-0.15382746,-0.11911154,9.877279,0.011451255,-0.0030625449,-0.7416685,0.0,0.0,0.0
1644573798222,240.35938,0.796875,-0.890625,8.775001,-32.756252,-4.4625,0.015117705,-0.02360133,0.0090761185,-0.13946225,-0.095169514,9.8437605,0.01997312,0.004394086,-0.6713631,0.0,0.0,0.0
1644573798330,244.42188,0.5625,-0.953125,10.368751,-32.025,-4.05,-0.020064548,-0.007684633,0.0010023117,-0.14903906,-0.08559271,9.834184,0.0061250897,-0.006258244,-0.5744269,0.0,0.0,0.0
1644573798428,249.5625,0.484375,-0.90625,12.375001,-30.2625,-5.6062503,-0.014764011,-0.0500118,0.27025223,-0.110731825,-0.14305355,10.212467,0.0029293909,-0.0030625449,-0.46683836,0.0,0.0,0.0
