timestamp,orientation.x,orientation.y,orientation.z,ak0991x_magnetometer.x,ak0991x_magnetometer.y,ak0991x_magnetometer.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,icm4x6xx_accelerometer.x,icm4x6xx_accelerometer.y,icm4x6xx_accelerometer.z,icm4x6xx_gyroscope.x,icm4x6xx_gyroscope.y,icm4x6xx_gyroscope.z,GPS.lat,GPS.long,GPS.alt
1649236067217,291.0,10.125,-79.21875,-8.887501,9.637501,54.54375,0.8891077,0.7611216,-1.8673131,-9.582792,0.997185,-0.7823054,-0.24021004,-0.35112745,0.7561823,13.86043927,100.51166235,-13.10211181640625
1649236067320,291.0,10.125,-79.21875,-8.0625,8.606251,53.943752,-1.3727627,0.06065941,-0.679104,-10.080787,-0.34955344,0.2621651,0.077229396,-0.4789554,-1.0216917,13.86043927,100.51166235,-13.10211181640625
1649236067423,291.0,10.125,-79.21875,-5.9625,7.3500004,55.031254,0.30817795,-0.4591714,-0.42018068,-8.217499,-0.7182605,0.94211835,-5.326165E-4,0.41264465,0.8584447,13.86043927,100.51166235,-13.10211181640625
1649236067526,285.29688,5.25,-82.71875,-8.34375,8.3625,54.412502,-0.92504597,-1.2678709,-1.392884,-9.664195,-1.1731589,-1.2856863,-0.6151721,1.3553759,0.06378083,13.86043927,100.51166235,-13.10211181640625
1649236067629,286.875,8.15625,-78.75,-14.26875,4.425,54.075,-3.6419096,0.18252046,-0.11536008,-14.000094,0.54647654,-0.7966706,-0.34140718,-0.26058263,-0.0011983871,13.86043927,100.51166235,-13.10211181640625
1649236067737,284.48438,6.296875,-78.484375,-13.275001,3.6750002,53.8875,-1.5711985,2.8127759,-1.4631587,-11.249755,2.5779567,-0.777517,0.3062545,-1.3973194,-0.9311468,13.86043927,100.51166235,-13.10211181640625
1649236067836,280.90625,175.03125,-85.03125,-3.7125,3.0937502,56.60625,5.528453,-0.5122595,0.013588905,-3.6182373,-1.2641385,2.4516625,-0.3808208,-0.49919483,-0.5082493,13.86043927,100.51166235,-13.10211181640625
1649236067938,277.73438,175.79688,-85.28125,-1.1625,3.1125002,57.525,1.9471855,-1.422869,-0.16012526,-8.001422,-1.7292122,2.0679917,-0.30199355,0.9484568,-0.16204858,13.86043927,100.51166235,-13.10211181640625
1649236068041,281.65625,8.03125,-80.25,-4.93125,3.4125001,56.41875,-0.4708166,-1.7895906,0.03169179,-10.00896,-2.4193408,1.0953473,-0.1933398,0.26670772,0.37695932,13.86043927,100.51166235,-13.10211181640625
1649236068149,280.76562,8.15625,-73.625,-5.775,1.85625,58.18125,-0.65040684,1.1483195,0.28369808,-10.109517,1.0115502,1.5747862,0.16351327,0.0014646954,0.24273998,13.86043927,100.51166235,-13.10211181640625
